bedrooms,bathrooms,squareFootage,yearBuilt,lotSize,propertyType,price,addressLine1,addressLine2,city,state,zipCode,status,daysOnMarket,latitude,longitude
4,2.5,2340,2022,187308,Single Family,509950,15700 Hebrides Dr,,Chesterfield,VA,23838,Active,22,37.283657,-77.607452
4,2.5,2340,2022,47045,Single Family,475000,12000 Corte Castle Rd,,Chesterfield,VA,23838,Active,22,37.280028,-77.603084
4,3.5,2912,2022,278348,Single Family,769950,12101 Coalboro Rd,,Chesterfield,VA,23838,Active,15,37.335163,-77.734409
3,2,2402,1997,279132,Single Family,445000,13130 River Rd,,Chesterfield,VA,23838,Active,17,37.325185,-77.640284
4,4.5,4229,2008,84114,Single Family,599000,12424 Wynnstay Ln,,Chesterfield,VA,23838,Active,14,37.324348,-77.516263
5,3.5,3071,1993,60679,Single Family,525000,11401 Glendevon Rd,,Chesterfield,VA,23838,Active,13,37.348065,-77.540694
5,3.5,4208,2000,104544,Single Family,350000,13206 Chesdin Landing Dr,,Chesterfield,VA,23838,Active,13,37.273787,-77.631341
3,2.5,3299,2016,84594,Single Family,549000,17536 Crimson Crest Ln,,Chesterfield,VA,23838,Active,11,37.283223,-77.476439
3,3.5,2185,1998,45956,Single Family,339950,12918 Devette Dr,,Chesterfield,VA,23838,Active,11,37.336364,-77.635358
4,2.5,2302,2020,66965,Single Family,425500,15612 Corte Castle Ter,,Chesterfield,VA,23838,Active,10,37.278344,-77.599001
4,2.5,2640,2001,70567,Single Family,485000,13918 Sandrock Ridge Dr,,Chesterfield,VA,23838,Active,8,37.322762,-77.504586
5,4.5,4438,,,Single Family,834000,8206 Killbevan Dr,,Chesterfield,VA,23838,Active,8,37.31665,-77.52332
7,6.5,5943,,,Single Family,899990,13100 Lake Margaret Dr,,Chesterfield,VA,23838,Active,8,37.31676,-77.52384
5,4.5,4438,,,Single Family,909990,8218 Killbevan Dr,,Chesterfield,VA,23838,Active,8,37.31676,-77.52383
3,3,2652,2022,,Single Family,639990,8107 Killbevan Dr,,Chesterfield,VA,23838,Active,7,37.31656,-77.52337
3,3,2652,2022,,Single Family,639990,8101 Killbevan Dr,,Chesterfield,VA,23838,Active,7,37.31667,-77.52345
5,3.5,3900,2001,50530,Single Family,586250,12436 Trumpington Ct,,Chesterfield,VA,23838,Active,6,37.327559,-77.678206
3,2,1428,1991,242281,Single Family,349000,9311 Cattail Rd,,Chesterfield,VA,23838,Active,5,37.292955,-77.547286
5,4.5,4438,2022,,Single Family,829990,8231 Killbevan Dr,,Chesterfield,VA,23838,Active,6,37.31645,-77.52367
4,2.5,1824,2022,31799,Single Family,382900,12031 Corte Castle Rd,,Chesterfield,VA,23838,Active,1,37.279761,-77.603156
6,4,5616,2005,101495,Single Family,1150000,15737 Chesdin Point Dr,,Chesterfield,VA,23838,Active,75,37.271769,-77.625158
2,2,1861,1969,60984,Single Family,275000,10901 Trents Bridge Rd,,Chesterfield,VA,23838,Active,33,37.270198,-77.572413
7,6.5,5943,,,Single Family,989990,8112 Blathmac Ct,,Chesterfield,VA,23838,Active,7,37.31667,-77.52345
3,2,2491,1993,45128,Single Family,375000,14200 Masada Ct,,Chesterfield,VA,23838,Active,54,37.321038,-77.493681
5,2.5,3309,1987,94090,Single Family,650000,10701 Old Squaws Ln,,Chesterfield,VA,23838,Active,2,37.362373,-77.553395
3,2.5,2579,2007,76230,Single Family,499950,11205 Beaver Bridge Rd,,Chesterfield,VA,23838,Active,150,37.348079,-77.722635
4,4,3525,2014,89646,Single Family,750000,9207 Barrows Ridge Ct,,Chesterfield,VA,23838,Active,17,37.343132,-77.555518
5,3.5,4324,2001,109597,Single Family,579000,13325 Shore Lk,Turn,Chesterfield,VA,23838,Inactive,16,37.28624,-77.642198
4,2.5,2074,2005,46958,Single Family,379900,11537 St Audries Dr,,Chesterfield,VA,23838,Inactive,48,37.27545,-77.594648
3,2.5,2054,1999,66516,Single Family,350000,11518 Corte Castle Rd,,Chesterfield,VA,23838,Inactive,16,37.280391,-77.592413
4,3.5,2949,2022,67518,Single Family,649950,8318 Cypress Pond Ln,,Chesterfield,VA,23838,Inactive,101,37.360356,-77.538273
4,2.5,2240,1991,182299,Single Family,419950,14037 Princess Mary Rd,,Chesterfield,VA,23838,Inactive,11,37.33045,-77.666977
4,2.5,2356,1998,46871,Single Family,360000,13225 Devette Dr,,Chesterfield,VA,23838,Inactive,11,37.336378,-77.641567
4,2.5,2832,2005,50312,Single Family,474900,7213 Creekbluff Ridge Dr,,Chesterfield,VA,23838,Inactive,24,37.325895,-77.507431
5,3.5,3812,2007,218236,Single Family,530000,13111 Eppes Falls Rd,,Chesterfield,VA,23838,Inactive,23,37.317412,-77.735229
4,3,2052,2022,44301,Single Family,424900,12006 Corte Castle Rd,,Chesterfield,VA,23838,Inactive,50,37.280028,-77.603084
3,,3016,,,Condo,849000,117 Finial Ave,,Richmond,VA,23226,Inactive,265,37.578855,-77.504163
4,3,4590,2006,78060,Single Family,690000,8712 Taylor Landing Pl,,Chesterfield,VA,23838,Inactive,94,37.347807,-77.545915
3,2.5,2328,1994,44518,Single Family,435000,6600 Elvas Ln,,Chesterfield,VA,23838,Inactive,18,37.323338,-77.486175
4,2.5,1901,1992,59982,Single Family,349900,12324 Walkes Quarter Rd,,Chesterfield,VA,23838,Inactive,11,37.33241,-77.664665
5,3.5,4005,2003,101887,Single Family,695000,8700 Taylor Landing Pl,,Chesterfield,VA,23838,Inactive,10,37.347373,-77.54501
4,3.5,2950,2003,47916,Single Family,569500,8201 Cromarty Ct,,Chesterfield,VA,23838,Inactive,80,37.333429,-77.531909
4,4.5,3270,2003,469620,Single Family,699900,13400 Eppes Falls Rd,,Chesterfield,VA,23838,Inactive,65,37.312662,-77.740712
3,2.5,1973,1979,36721,Single Family,288000,11810 Spikehorn Ln,,Chesterfield,VA,23838,Inactive,19,37.34349,-77.621495
7,3.5,4792,1992,82895,Single Family,798500,11803 Glendevon Rd,,Chesterfield,VA,23838,Inactive,13,37.341421,-77.542728
5,5.5,4580,2006,248597,Single Family,675000,12206 Rosemead Ct,,Chesterfield,VA,23838,Inactive,79,37.327556,-77.510145
5,4.5,5279,2003,112080,Single Family,775000,11525 Park Branch Ln,,Chesterfield,VA,23838,Inactive,76,37.34441,-77.558217
4,3.5,2957,1999,156206,Single Family,540000,15542 Chesdin Landing Ct,,Chesterfield,VA,23838,Inactive,29,37.275401,-77.631933
4,3.5,3408,2007,35153,Single Family,545000,7807 Duntrune Dr,,Chesterfield,VA,23838,Inactive,13,37.324321,-77.519206
4,3,2042,1950,131987,Single Family,205000,10620 Beaver Bridge Rd,,Chesterfield,VA,23838,Inactive,160,37.355144,-77.729511
4,3.5,3177,1999,64904,Single Family,495000,12136 Glen Kilchurn Dr,,Chesterfield,VA,23838,Inactive,11,37.331026,-77.539613
4,3,1674,2002,125714,Single Family,275000,12421 Coalboro Rd,,Chesterfield,VA,23838,Inactive,10,37.330077,-77.739073
5,4,3563,2005,70088,Single Family,640000,8819 First Branch Ln,,Chesterfield,VA,23838,Inactive,64,37.337016,-77.553893
5,4.5,4438,,,Single Family,849000,8113 Blathmac Ct,,Chesterfield,VA,23838,Inactive,77,37.31676,-77.52332
4,2.5,3079,1994,45651,Single Family,519900,8419 Rock Valley Ln,,Chesterfield,VA,23838,Inactive,68,37.343708,-77.538271
5,3.5,3098,2002,31886,Single Family,470000,11912 Carters Creek Dr,,Chesterfield,VA,23838,Inactive,20,37.342102,-77.651082
3,2,1425,1976,84071,Single Family,299900,13619 Cedar Creek Rd,,Chesterfield,VA,23838,Inactive,31,37.313288,-77.749826
4,3.5,3559,1999,50225,Single Family,658200,9512 Owl Trace Dr,,Chesterfield,VA,23838,Inactive,16,37.348284,-77.564609
6,3.5,3240,1999,50965,Single Family,525000,11501 Riverpark Way,,Chesterfield,VA,23838,Inactive,23,37.339665,-77.666905
5,4.5,4897,2020,99273,Single Family,759900,8107 Fedora Dr,,Chesterfield,VA,23838,Inactive,63,37.351079,-77.512794
5,5,5982,2007,119703,Single Family,734950,12218 Rosemead Ct,,Chesterfield,VA,23838,Inactive,43,37.328186,-77.509443
4,3.5,3437,2017,67518,Single Family,595000,8013 Clancy Pl,,Chesterfield,VA,23838,Inactive,20,37.316247,-77.520384
4,2.5,3984,1993,391343,Single Family,635000,13030 River Rd,,Chesterfield,VA,23838,Inactive,9,37.325326,-77.636524
5,4.5,4249,1992,35806,Single Family,684950,9308 Owl Trace Ct,,Chesterfield,VA,23838,Inactive,29,37.351043,-77.557904
4,3,3532,1991,55234,Single Family,499000,12101 Prince Philip Pl,,Chesterfield,VA,23838,Inactive,14,37.338256,-77.6658
4,2.5,2535,1998,43647,Single Family,460000,7113 Swiftrock Ridge Pl,,Chesterfield,VA,23838,Inactive,44,37.326197,-77.505274
4,3.5,2714,2000,52751,Single Family,499000,8512 Eastfair Ct,,Chesterfield,VA,23838,Inactive,11,37.352223,-77.534215
4,3,2656,1990,69652,Single Family,429950,12225 Prince Philip Ct,,Chesterfield,VA,23838,Inactive,11,37.335153,-77.663931
3,2,1320,1978,29621,Single Family,275000,15906 Exter Mill Rd,,Chesterfield,VA,23838,Inactive,11,37.276628,-77.58165
5,4.5,3827,2022,50591,Single Family,674950,8407 Capernwray Dr,,Chesterfield,VA,23838,Inactive,200,37.328751,-77.535782
4,2.5,2010,2017,58009,Single Family,379900,11845 St Audries Dr,,Chesterfield,VA,23838,Inactive,10,37.273641,-77.603997
3,2.5,2569,2003,54537,Single Family,449950,14205 Masada Ct,,Chesterfield,VA,23838,Inactive,12,37.319912,-77.493412
5,3.5,3209,2022,78970,Single Family,624950,8305 Capernwray Dr,,Chesterfield,VA,23838,Inactive,226,37.323493,-77.52536
4,4,2859,2004,44649,Single Family,565000,8212 Ravenna Ter,,Chesterfield,VA,23838,Inactive,17,37.331116,-77.526829
4,3.5,2593,2022,44431,Single Family,584500,8042 Lake Margaret Pl,,Chesterfield,VA,23838,Inactive,80,37.317067,-77.522841
3,2,1300,2009,22825,Single Family,270000,15401 Saddlebrook Rd,,Chesterfield,VA,23838,Inactive,14,37.284046,-77.580308
4,2.5,1684,2006,134165,Single Family,354000,16101 Exter Mill Rd,,Chesterfield,VA,23838,Inactive,10,37.273425,-77.580062
4,2.5,2641,1990,251777,Single Family,475000,9611 Woodpecker Rd,,Chesterfield,VA,23838,Inactive,10,37.331437,-77.555407
4,2.5,2540,1989,33541,Single Family,435000,14421 Creek Stone Dr,,Chesterfield,VA,23838,Inactive,10,37.318821,-77.480507
3,2,1968,1950,341946,Single Family,419000,14632 Northwood Dr,,Chesterfield,VA,23838,Inactive,69,37.295116,-77.577793
5,3.5,3652,2002,39204,Single Family,600000,12248 Hadden Hall Dr,,Chesterfield,VA,23838,Inactive,8,37.326728,-77.522246
4,3,3000,1987,175111,Single Family,459000,11311 Beach Rd,,Chesterfield,VA,23838,Inactive,53,37.355067,-77.592497
5,4,3606,2018,57299,Single Family,615000,8207 Aldera Ln,,Chesterfield,VA,23838,Inactive,33,37.350855,-77.52014
3,2,2016,2017,174240,Single Family,415000,12731 River Rd,,Chesterfield,VA,23838,Inactive,21,37.313754,-77.628136
5,3.5,3506,2014,235050,Single Family,950000,10201 Kimlynn Trl,,Chesterfield,VA,23838,Inactive,106,37.370957,-77.531018
4,2,1368,1987,139392,Single Family,225000,16310 Rhodes Ln,,Chesterfield,VA,23838,Inactive,16,37.280724,-77.510061
5,4.5,4650,1992,595596,Single Family,724995,13020 River Rd,,Chesterfield,VA,23838,Inactive,36,37.324713,-77.635568
4,2.5,2417,1993,84114,Single Family,449900,11410 Glendevon Rd,,Chesterfield,VA,23838,Inactive,12,37.348359,-77.542664
6,4.5,10179,2010,291416,Single Family,999000,9301 Cattail Rd,,Chesterfield,VA,23838,Inactive,103,37.292879,-77.546347
4,2.5,4200,1991,121358,Single Family,624950,9300 Owl Trace Ct,,Chesterfield,VA,23838,Inactive,117,37.35219,-77.556664
4,3.5,3213,2003,50573,Single Family,594000,8901 First Branch Ln,,Chesterfield,VA,23838,Inactive,28,37.33701,-77.555268
4,2.5,3130,2006,68128,Single Family,499950,17437 Creekbed Rd,,Chesterfield,VA,23838,Inactive,11,37.283508,-77.460973
5,4.5,4442,2001,60723,Single Family,735000,9518 Park Bluff Ct,,Chesterfield,VA,23838,Inactive,10,37.349359,-77.565199
3,1,1061,1959,39422,Single Family,200000,10709 Nash Rd,,Chesterfield,VA,23838,Inactive,46,37.363536,-77.523994
3,2.5,2004,2002,73355,Single Family,385000,13419 Janeka Dr,,Chesterfield,VA,23838,Inactive,29,37.33841,-77.645867
5,3.5,3689,2000,40511,Single Family,599000,8206 Seaview Dr,,Chesterfield,VA,23838,Inactive,13,37.345297,-77.536555
3,3,2839,2019,63554,Single Family,515000,11006 Thetis Pl,,Chesterfield,VA,23838,Inactive,33,37.351823,-77.51978
5,4.5,3946,2004,92042,Single Family,590000,10906 Sterling Cove Dr,,Chesterfield,VA,23838,Inactive,21,37.347053,-77.514408
4,2.5,2578,1999,71743,Single Family,534975,11512 Lylwood Ln,,Chesterfield,VA,23838,Inactive,40,37.347026,-77.534541
4,2.5,2234,1986,46174,Single Family,375000,6710 Glebe Point Rd,,Chesterfield,VA,23838,Inactive,13,37.322273,-77.493005
3,2,1792,2013,81936,Single Family,339950,10721 Beaver Bridge Rd,,Chesterfield,VA,23838,Inactive,11,37.355125,-77.72602
4,3,2094,2003,92173,Single Family,377000,13424 Janeka Dr,,Chesterfield,VA,23838,Inactive,49,37.339406,-77.643967
4,2.5,2696,2019,55430,Single Family,525000,8243 Fedora Dr,,Chesterfield,VA,23838,Inactive,23,37.354139,-77.521972
3,2.5,1680,1968,108900,Single Family,325000,11401 Winterpock Rd,,Chesterfield,VA,23838,Inactive,50,37.352951,-77.68511
3,2,1674,1973,217800,Single Family,369900,13015 Beach Rd,,Chesterfield,VA,23838,Inactive,15,37.34884,-77.63229
4,2.5,3104,2004,53448,Single Family,569000,8300 Macandrew Ter,,Chesterfield,VA,23838,Inactive,21,37.336996,-77.516636
4,2.5,2769,2003,61855,Single Family,400000,7212 Creekbluff Ridge Dr,,Chesterfield,VA,23838,Inactive,63,37.326703,-77.508773
5,3.5,3883,2005,212747,Single Family,589000,8200 Glamis Ct,,Chesterfield,VA,23838,Inactive,13,37.339177,-77.512217
5,3,2977,1970,217800,Single Family,419500,7619 Woodpecker Rd,,Chesterfield,VA,23838,Inactive,18,37.304077,-77.50685
4,3.5,2569,1987,78016,Single Family,475000,10709 Gadwell Ct,,Chesterfield,VA,23838,Inactive,16,37.364937,-77.566557
4,2.5,2981,2004,55626,Single Family,500000,8342 Shagreen Ct,,Chesterfield,VA,23838,Inactive,13,37.3449,-77.531078
3,2.5,2060,1995,45302,Single Family,355000,14213 Amstel Bluff Ter,,Chesterfield,VA,23838,Inactive,45,37.31732,-77.495489
4,2.5,2424,2020,43991,Single Family,489950,8142 Fedora Dr,,Chesterfield,VA,23838,Inactive,10,37.353079,-77.514984
4,2.5,2934,2014,66603,Single Family,569000,17300 Creekbed Rd,,Chesterfield,VA,23838,Inactive,10,37.287182,-77.465555
3,3,2349,1986,,Single Family,349000,6900 Apamatica Ln,,Chesterfield,VA,23838,Inactive,79,37.326792,-77.490892
4,3.5,2986,2021,,Single Family,521950,8312 Cypress Pond Ln,,Chesterfield,VA,23838,Inactive,17,37.360088,-77.537796
5,3,3445,2021,90605,Single Family,540950,11213 Cypress Branch Ln,,Chesterfield,VA,23838,Inactive,17,37.357272,-77.537752
4,3,2845,2021,115870,Single Family,511950,8213 Cypress Glen Dr,,Chesterfield,VA,23838,Inactive,17,37.358384,-77.535349
4,3,2793,2021,69260,Single Family,478950,11212 Cypress Branch Ln,,Chesterfield,VA,23838,Inactive,17,37.357746,-77.539117
5,2,2312,1965,217364,Single Family,366700,14925 River Rd,,Chesterfield,VA,23838,Inactive,248,37.32918,-77.691191
3,2.5,1440,2022,58370,Single Family,310690,11711 Reedy Branch Rd,,Chesterfield,VA,23838,Inactive,698,37.302014,-77.595869
4,2.5,2126,2022,56192,Single Family,425000,12012 Corte Castle Rd,,Chesterfield,VA,23838,Inactive,103,37.280028,-77.603084
4,2.5,2604,1987,30492,Single Family,399900,14321 Creek Stone Dr,,Chesterfield,VA,23838,Inactive,86,37.319809,-77.479928
3,2.5,2623,2020,44083,Single Family,519000,8101 Clancy Ct,,Chesterfield,VA,23838,Inactive,691,37.318073,-77.522122
4,2.5,2026,2005,30536,Single Family,379900,15724 Pypers Pointe Dr,,Chesterfield,VA,23838,Inactive,71,37.274595,-77.59284
5,3.5,3360,1991,292157,Single Family,559950,14928 River Rd,,Chesterfield,VA,23838,Inactive,69,37.332995,-77.690163
4,3,3900,1985,44431,Single Family,575000,6620 Glebe Point Rd,,Chesterfield,VA,23838,Inactive,65,37.321241,-77.491497
4,2.5,3275,2005,123667,Single Family,625000,8106 Burray Ct,,Chesterfield,VA,23838,Inactive,59,37.338784,-77.529678
5,4,4050,2016,81022,Single Family,605000,13919 Comstock Landing Dr,,Chesterfield,VA,23838,Inactive,59,37.321953,-77.484384
5,3.5,4400,2002,82938,Single Family,599995,13606 Blue Heron Cir,,Chesterfield,VA,23838,Inactive,58,37.280257,-77.652417
3,2,2088,2019,54071,Single Family,545000,7400 Crathes Ter,,Chesterfield,VA,23838,Inactive,691,37.32127,-77.510877
4,4,3252,1992,104980,Single Family,535000,11709 Winterpock Rd,,Chesterfield,VA,23838,Inactive,50,37.347685,-77.6935
4,3.5,3281,2004,70567,Single Family,565000,8418 Macandrew Ter,,Chesterfield,VA,23838,Inactive,48,37.334943,-77.51564
5,5.5,3854,2013,217800,Single Family,610000,17811 Beach Rd,,Chesterfield,VA,23838,Inactive,47,37.371449,-77.740478
3,1,1232,1976,15246,Single Family,237900,11640 River Rd,,Chesterfield,VA,23838,Inactive,46,37.288449,-77.593813
4,2,1826,1974,24045,Single Family,355000,11260 Celtic Rd,,Chesterfield,VA,23838,Inactive,46,37.35467,-77.682359
4,2.5,2343,2006,138608,Single Family,370000,6601 Hagerty Ln,,Chesterfield,VA,23838,Inactive,693,37.291405,-77.477299
4,2.5,2874,2001,99796,Single Family,560000,8212 Fair Isle Ter,,Chesterfield,VA,23838,Inactive,42,37.344069,-77.527303
4,3.5,3656,2001,268330,Single Family,641000,12910 Bundle Rd,,Chesterfield,VA,23838,Inactive,37,37.321764,-77.6052
4,4,4463,2006,59285,Single Family,750000,11436 Brant Hollow Ct,,Chesterfield,VA,23838,Inactive,33,37.344462,-77.55072
4,2.5,3330,2006,140307,Single Family,550000,7413 Rosemead Ln,,Chesterfield,VA,23838,Inactive,32,37.328352,-77.511964
3,2.5,1966,2002,41643,Single Family,325000,15608 Corte Castle Pl,,Chesterfield,VA,23838,Inactive,31,37.279041,-77.60154
3,2.5,1920,1998,476982,Single Family,419000,12831 River Rd,,Chesterfield,VA,23838,Inactive,26,37.316393,-77.632127
3,2.5,2451,2015,50264,Single Family,537000,7601 Oban Dr,,Chesterfield,VA,23838,Inactive,26,37.318643,-77.514771
5,4.5,5210,2005,109336,Single Family,689000,13019 Carters Hill Ct,,Chesterfield,VA,23838,Inactive,25,37.340473,-77.635297
3,2,1539,1973,108944,Single Family,400000,11607 Bundle Rd,,Chesterfield,VA,23838,Inactive,24,37.345641,-77.599147
4,2.5,2063,2022,28793,Single Family,425000,14351 Ranger Rd,,Chesterfield,VA,23838,Inactive,435,37.352507,-77.681708
3,2,1152,1977,124146,Single Family,280000,13631 Bundle Rd,,Chesterfield,VA,23838,Inactive,22,37.307266,-77.602718
5,2.5,3956,2017,221111,Single Family,620000,16625 Brattice Mill Rd,,Chesterfield,VA,23838,Inactive,415,37.363541,-77.723526
3,2,1214,2022,22651,Single Family,274900,15400 Saddlebrook Rd,,Chesterfield,VA,23838,Inactive,9,37.28418,-77.581174
5,3.5,4209,2000,54102,Single Family,749950,9443 Park Bluff Ter,,Chesterfield,VA,23838,Inactive,9,37.350099,-77.562942
4,2.5,2621,1994,44170,Single Family,425000,11731 Riverpark Dr,,Chesterfield,VA,23838,Inactive,9,37.342468,-77.673335
4,4,3262,2018,78147,Single Family,730000,11525 Barrows Ridge Ln,,Chesterfield,VA,23838,Inactive,9,37.344602,-77.553988
4,4,3429,2001,78408,Single Family,575000,13030 Chesdin Landing Dr,,Chesterfield,VA,23838,Inactive,690,37.274177,-77.62878
4,,4711,,,Single Family,1025000,15513 Chesdin Landing Pl,,Chesterfield,VA,23838,Inactive,45,37.275677,-77.616685
4,3.5,4064,,,Single Family,749000,11331 Avocet Dr,,Chesterfield,VA,23838,Inactive,46,37.352524,-77.554397
5,4.5,3772,,,Single Family,599995,14019 Comstock Landing Dr,,Chesterfield,VA,23838,Inactive,58,37.320254,-77.486151
4,3.5,3637,,,Single Family,599950,11160 Lyndenwood Dr,,Chesterfield,VA,23838,Inactive,37,37.342595,-77.519397
4,2.5,3623,,,Single Family,550000,11708 Winterpock Rd,,Chesterfield,VA,23838,Inactive,118,37.349797,-77.694849
3,3,3497,,,Single Family,550000,8113 Clancy Ct,,Chesterfield,VA,23838,Inactive,64,37.318529,-77.52286
3,2.5,2534,,,Single Family,525000,8943 First Branch Ln,,Chesterfield,VA,23838,Inactive,78,37.338966,-77.558988
4,2.5,3032,,,Single Family,519900,8407 Aviemore Ct,,Chesterfield,VA,23838,Inactive,36,37.336112,-77.537009
4,2.5,2769,,,Single Family,450000,11900 Carters Creek Dr,,Chesterfield,VA,23838,Inactive,52,37.342418,-77.651304
3,2,1404,,,Single Family,299500,11901 Spikehorn Ln,,Chesterfield,VA,23838,Inactive,51,37.342069,-77.620363
3,2,1214,,,Single Family,274900,15318 Saddlebrook Rd,,Chesterfield,VA,23838,Inactive,16,37.284454,-77.581206
4,,2535,,,Single Family,349950,10800 Lesser Scaup Lndg,,Chesterfield,VA,23838,Inactive,51,37.361242,-77.558926
5,2.5,3039,,,Single Family,475000,13800 Bluff Ridge Dr,,Chesterfield,VA,23838,Inactive,50,37.327101,-77.500832
3,1,1924,,,Single Family,255000,13721 Bundle Rd,,Chesterfield,VA,23838,Inactive,29,37.305554,-77.60515
4,3.5,3867,,,Single Family,599950,12409 Wynnstay Ct,,Chesterfield,VA,23838,Inactive,81,37.324779,-77.513509
3,3,3222,,,Single Family,460000,10301 Nestor Rd,,Chesterfield,VA,23838,Inactive,43,37.369194,-77.538298
4,3.5,4140,,,Single Family,799500,15501 Chesdin Landing Ct,,Chesterfield,VA,23838,Inactive,63,37.279467,-77.631051
4,3.5,3753,,,Single Family,735000,11624 Barrows Ridge Ln,,Chesterfield,VA,23838,Inactive,64,37.342036,-77.55388
4,2.5,3000,,,Single Family,550000,7531 Dunollie Dr,,Chesterfield,VA,23838,Inactive,676,37.316415,-77.513875
5,3.5,3250,,,Single Family,599950,13512 Blue Heron Cir,,Chesterfield,VA,23838,Inactive,70,37.279873,-77.651138
3,2.5,2141,,,Single Family,445000,8231 Fedora Dr,,Chesterfield,VA,23838,Inactive,69,37.35398,-77.52086
4,2.5,2052,,,Single Family,389000,12019 Haggis Ter,,Chesterfield,VA,23838,Inactive,89,37.275326,-77.603311
3,2.5,1872,,,Single Family,350000,15301 Beach Rd,,Chesterfield,VA,23838,Inactive,69,37.368053,-77.697397
3,2,1232,,,Single Family,269950,15112 Nash Rd,,Chesterfield,VA,23838,Inactive,67,37.285204,-77.568104
4,2.5,3771,,,Single Family,529950,9651 Waterfowl Flyway,,Chesterfield,VA,23838,Inactive,87,37.359889,-77.559183
4,2.5,2369,,,Single Family,475000,15606 Corte Castle Ter,,Chesterfield,VA,23838,Inactive,69,37.278692,-77.597964
3,2.5,1833,,,Single Family,350000,12331 Hulsey Dr,,Chesterfield,VA,23838,Inactive,534,37.336043,-77.644844
3,2,1529,,,Single Family,299990,11700 Latane Wood Rd,,Chesterfield,VA,23838,Inactive,65,37.345419,-77.598145
5,3.5,3304,,,Single Family,640000,11625 Barrows Ridge Ln,,Chesterfield,VA,23838,Inactive,55,37.34246,-77.552302
4,3.5,2627,,,Single Family,549900,8901 Woodpecker Rd,,Chesterfield,VA,23838,Inactive,106,37.329433,-77.545186
3,2,2186,,,Single Family,260000,16401 River Rd,,Chesterfield,VA,23838,Inactive,125,37.328782,-77.716061
4,3.5,2800,,,Single Family,500000,12013 Ravenna Dr,,Chesterfield,VA,23838,Inactive,58,37.330285,-77.525036
4,2.5,2729,,,Single Family,399000,7100 Swiftrock Pl,,Chesterfield,VA,23838,Inactive,64,37.327248,-77.504934
3,2,1875,,,Single Family,335000,14124 River Rd,,Chesterfield,VA,23838,Inactive,71,37.327283,-77.672865
5,4.5,6197,,,Single Family,1200000,8931 Whistling Swan Rd,,Chesterfield,VA,23838,Inactive,85,37.354238,-77.548541
4,4.5,4805,,,Single Family,659000,11350 Avocet Dr,,Chesterfield,VA,23838,Inactive,51,37.351485,-77.555076
5,4.5,4236,,,Single Family,625000,12730 Ivey Mill Rd,,Chesterfield,VA,23838,Inactive,114,37.290303,-77.627173
4,3,3017,,,Single Family,600000,6501 Elvas Ln,,Chesterfield,VA,23838,Inactive,93,37.322159,-77.486419
4,3.5,3669,,,Single Family,580000,12707 Erinton Ter,,Chesterfield,VA,23838,Inactive,113,37.319626,-77.516634
4,2.5,2227,,,Single Family,349950,12700 Nash Rd,,Chesterfield,VA,23838,Inactive,61,37.323182,-77.55593
3,1.5,1075,,,Single Family,224900,15413 Saddlebrook Rd,,Chesterfield,VA,23838,Inactive,108,37.283445,-77.58035
5,3.5,3780,,,Single Family,685000,11306 Timber Point Dr,,Chesterfield,VA,23838,Inactive,97,37.349347,-77.563605
3,2,2174,,,Single Family,583815,7413 Crathes Ter,,Chesterfield,VA,23838,Inactive,290,37.320272,-77.510265
3,2.5,2171,,,Single Family,535000,8106 Lake Margaret Ter,,Chesterfield,VA,23838,Inactive,126,37.317871,-77.523468
5,2.5,3612,,,Single Family,599000,12336 Chiasso Way,,Chesterfield,VA,23838,Inactive,97,37.329042,-77.672647
6,4.5,5387,,,Single Family,709000,11543 Park Branch Ln,,Chesterfield,VA,23838,Inactive,97,37.343398,-77.55737
3,2,1542,,,Single Family,339000,16210 River Rd,,Chesterfield,VA,23838,Inactive,423,37.330232,-77.713837
4,2.5,2475,,,Single Family,189950,10000 Coalboro Rd,,Chesterfield,VA,23838,Inactive,222,37.36561,-77.714482
5,3.5,3704,,,Single Family,525000,11254 Isadora Dr,,Chesterfield,VA,23838,Inactive,85,37.348731,-77.530132
3,2,1196,,,Single Family,300000,11610 Buckhorn Rd,,Chesterfield,VA,23838,Inactive,89,37.347585,-77.617624
7,5.5,7524,,,Single Family,1150000,11736 Winterpock Rd,,Chesterfield,VA,23838,Inactive,109,37.355682,-77.704001
4,3.5,2787,,,Single Family,599990,14751 Beach Rd,,Chesterfield,VA,23838,Inactive,102,37.363382,-77.686529
5,3,2993,,,Single Family,525000,14221 Rockyrun Rd,,Chesterfield,VA,23838,Inactive,144,37.320964,-77.476747
3,2.5,2925,,,Single Family,569900,11907 Woodbluff Ct,,Chesterfield,VA,23838,Inactive,85,37.339545,-77.550902
4,3.5,3536,,,Single Family,650000,9513 Park Bluff Ct,,Chesterfield,VA,23838,Inactive,128,37.349094,-77.564762
4,2.5,2614,,,Single Family,500000,8321 Regalia Ct,,Chesterfield,VA,23838,Inactive,85,37.345714,-77.52471
5,7,8621,,,Single Family,1250000,9406 Park Branch Ct,,Chesterfield,VA,23838,Inactive,690,37.341722,-77.55859
4,3.5,3800,,,Single Family,580000,9602 Gadwell Ter,,Chesterfield,VA,23838,Inactive,91,37.366264,-77.562222
4,2.5,2860,,,Single Family,525000,20010 River Rd,,Chesterfield,VA,23838,Inactive,218,37.318127,-77.78085
