bedrooms,bathrooms,squareFootage,yearBuilt,lotSize,propertyType,price,addressLine1,addressLine2,city,state,zipCode,status,daysOnMarket,latitude,longitude
5,4,7680,2010,435687,Single Family,2200000,18185 Narrow Path Trl,,Doswell,VA,23047,Active,56,37.906134,-77.535539
4,2.5,2713,2022,125409,Single Family,628900,Horseshoe Bridge Rd,,Doswell,VA,23047,Active,37,37.817704,-77.548959
3,2,1760,1952,40598,Single Family,309900,16180 Short Cut Rd,,Doswell,VA,23047,Active,16,37.847004,-77.463101
4,3.5,3002,2004,226643,Single Family,550000,13540 Chase Ln,,Doswell,VA,23047,Inactive,32,37.812827,-77.558895
4,3.5,4274,2006,479160,Single Family,1035000,16085 Rocketts Mill Rd,,Doswell,VA,23047,Inactive,25,37.842011,-77.54287
3,3,3255,1999,43560,Single Family,479900,16314 Rocketts Mill Rd,,Doswell,VA,23047,Inactive,60,37.851639,-77.531905
4,4,2464,1973,79279,Single Family,125000,15073 Blunts Bridge Rd,,Doswell,VA,23047,Inactive,30,37.814957,-77.517556
3,1,1056,1960,112820,Single Family,259000,11095 Richards Rd,,Doswell,VA,23047,Inactive,12,37.866079,-77.476334
4,2.5,2777,2022,560312,Single Family,739900,Hanover Junction Ln,,Doswell,VA,23047,Inactive,133,37.857818,-77.499926
3,2,1414,1955,36155,Single Family,249950,11000 Verdon Rd,,Doswell,VA,23047,Inactive,9,37.866103,-77.471044
4,2.5,2043,2002,122839,Single Family,395000,16480 Bullfield Rd,,Doswell,VA,23047,Inactive,9,37.861153,-77.449934
3,2,1568,1754,46783,Single Family,165000,14040 W Patrick Henry Rd,,Doswell,VA,23047,Inactive,66,37.81538,-77.577148
4,3.5,3350,,,Single Family,848500,15187 Whitetail Hollow Ct,,Doswell,VA,23047,Inactive,568,37.824212,-77.496253
4,2,1559,,,Single Family,260000,31251 Sadie Ln,,Doswell,VA,23047,Inactive,27,37.834563,-77.386789
4,2.5,2184,,,Single Family,485000,15189 Fawn Hollow Trl,,Doswell,VA,23047,Inactive,63,37.823478,-77.492166
2,1,850,,,Single Family,90000,10343 Pleasants Cir,,Doswell,VA,23047,Inactive,86,37.848953,-77.459716
5,3.5,4066,,,Single Family,788900,11483 Mount Hope Church Rd,,Doswell,VA,23047,Inactive,171,37.864827,-77.494752
4,3.5,4700,,,Single Family,769900,15259 Horseshoe Bridge Rd,,Doswell,VA,23047,Inactive,368,37.822603,-77.554149
4,2.5,2800,,,Single Family,400000,12466 Noel Rd,,Doswell,VA,23047,Inactive,147,37.908145,-77.538175
3,1,960,,,Single Family,324950,11023 Doswell Rd,,Doswell,VA,23047,Inactive,173,37.859285,-77.472669
4,3,2296,,,Single Family,514990,15181 Fawn Hollow Trl,,Doswell,VA,23047,Inactive,672,37.82257,-77.492692
3,2.5,2473,,,Single Family,715000,15105 Cypress Creek Ln,,Doswell,VA,23047,Inactive,169,37.814673,-77.560692
4,2,1986,,,Single Family,265000,17039 N Telegraph Rd,,Doswell,VA,23047,Inactive,359,37.866766,-77.465751
4,2.5,2048,,,Single Family,299000,15346 Beechmont Dr,,Doswell,VA,23047,Inactive,235,37.82713,-77.549341
3,2,1400,,,Single Family,339950,11004 Mount Hope Church Rd,,Doswell,VA,23047,Inactive,207,37.849867,-77.471888
3,2,1380,,,Single Family,269900,12480 Old Ridge Rd,,Doswell,VA,23047,Inactive,252,37.850752,-77.527571
6,,5325,,,Single Family,750000,15155 Taliaferro Ln,,Doswell,VA,23047,Inactive,356,37.818914,-77.580381
4,3.5,2582,,,Single Family,429000,15206 Horseshoe Bridge Rd,,Doswell,VA,23047,Inactive,344,37.820541,-77.551131
3,2,3000,,,Single Family,529000,14430 King Rd,,Doswell,VA,23047,Inactive,479,37.804861,-77.588851
5,4,4332,,,Single Family,450000,17359 Level Dr,,Doswell,VA,23047,Inactive,302,37.882747,-77.531581
5,,2953,,,Single Family,545000,16080 Academy Farm Ln,,Doswell,VA,23047,Inactive,312,37.83687,-77.528488
2,1,1160,,,Single Family,350000,13671 Meadow Farm Rd,,Doswell,VA,23047,Inactive,336,37.835827,-77.414915
4,2.5,2642,,,Single Family,425000,14414 King Rd,,Doswell,VA,23047,Inactive,328,37.803994,-77.589371
4,2.5,2130,,,Single Family,399000,11416 Doswell Rd,,Doswell,VA,23047,Inactive,342,37.854643,-77.498914
2,2,1709,,,Single Family,450000,29333 Westward Ln,,Doswell,VA,23047,Inactive,380,37.858293,-77.371444
4,2,2688,,,Single Family,350000,13510 Meadow Farm Rd,,Doswell,VA,23047,Inactive,375,37.839129,-77.419888
3,2,2293,,,Single Family,430000,15076 Kimbrough Ln,,Doswell,VA,23047,Inactive,409,37.811898,-77.554441
2,1,1196,,,Single Family,239950,11016 Mount Hope Church Rd,,Doswell,VA,23047,Inactive,452,37.849562,-77.470849
4,3,2159,,,Single Family,474950,15173 Rehoboth Rd,,Doswell,VA,23047,Inactive,452,37.818967,-77.547625
4,2.5,3256,,,Single Family,450000,15038 Blunts Bridge Rd,,Doswell,VA,23047,Inactive,417,37.811122,-77.507446
3,2,2224,,,Single Family,425000,14391 King Rd,,Doswell,VA,23047,Inactive,452,37.804168,-77.591424
2,1,1350,,,Single Family,99900,16050 Eastwood Ln,,Doswell,VA,23047,Inactive,692,37.841789,-77.505539
3,2,1130,,,Single Family,269000,11167 Verdon Rd,,Doswell,VA,23047,Inactive,453,37.867017,-77.482491
3,1,1264,,,Single Family,129500,16314 Dawn Blvd,,Doswell,VA,23047,Inactive,489,37.832648,-77.365081
3,2,1963,,,Single Family,350000,17510 Level Dr,,Doswell,VA,23047,Inactive,486,37.885553,-77.531505
4,2.5,3500,,,Single Family,450000,15010 Kimbrough Ln,,Doswell,VA,23047,Inactive,529,37.811597,-77.555679
4,3,2800,,,Single Family,550000,15199 Whitetail Hollow Ct,,Doswell,VA,23047,Inactive,688,37.82613,-77.495557
3,3.5,2099,,,Single Family,365000,30001 Signboard Rd,,Doswell,VA,23047,Inactive,608,37.853821,-77.403814
2,1.5,1368,,,Single Family,99900,14195 Middlebrook Dr,,Doswell,VA,23047,Inactive,607,37.842435,-77.402202
4,2.5,2300,,,Single Family,410000,11199 Lucas Rd,,Doswell,VA,23047,Inactive,690,37.825027,-77.484675
3,2.5,1232,,,Single Family,299500,16120 Winding Trl,,Doswell,VA,23047,Inactive,626,37.844436,-77.517098
3,2,1855,,,Single Family,294900,11465 Whitetail Dr,,Doswell,VA,23047,Inactive,641,37.845075,-77.502432
3,1,1308,,,Single Family,225000,16174 Washington Hwy,,Doswell,VA,23047,Inactive,685,37.846787,-77.464445
1,1,1162,,,Single Family,199900,10432 Verdon Rd,,Doswell,VA,23047,Inactive,692,37.865808,-77.466226
3,2.5,2561,,,Single Family,399000,13539 Chase Ln,,Doswell,VA,23047,Inactive,691,37.810715,-77.560131
3,2,2402,,,Single Family,395000,15156 Cripple Creek Ln,,Doswell,VA,23047,Inactive,691,37.816234,-77.577153
5,4.5,4263,2022,15973,Single Family,959900,6812 Cherry Creek Ln,,Moseley,VA,23120,Active,209,37.408058,-77.752325
5,3.5,3829,2022,,Single Family,975000,6701 Ruby Hill Rd,,Moseley,VA,23120,Active,188,37.408286,-77.753035
4,3.5,3776,2020,12188,Single Family,849995,18049 Cove Creek Dr,,Moseley,VA,23120,Active,182,37.404417,-77.753972
3,3.5,1826,2022,2043,Townhouse,384990,17067 Thornapple Ct,,Moseley,VA,23120,Active,153,37.414145,-77.722257
4,3.5,1826,2022,2039,Townhouse,399990,17049 Thornapple Ct,,Moseley,VA,23120,Active,140,37.414236,-77.722085
5,3.5,4490,2022,11504,Single Family,799950,18030 Cove Creek Dr,,Moseley,VA,23120,Active,127,37.404655,-77.752736
4,3.5,3945,2022,12720,Single Family,924000,17325 Otter Dr,,Moseley,VA,23120,Active,133,37.439856,-77.727877
4,2.5,3036,2022,,Single Family,565950,5425 Swift Fox Ct,,Moseley,VA,23120,Active,124,37.422192,-77.718018
4,3,2724,2022,,Single Family,580950,5443 Swift Fox Pl,,Moseley,VA,23120,Active,124,37.422214,-77.717979
5,3,2795,2022,,Single Family,566950,5431 Swift Fox Pl,,Moseley,VA,23120,Active,124,37.422199,-77.718005
3,2,1588,1900,87120,Single Family,299400,2101 Moseley Rd,,Moseley,VA,23120,Active,120,37.473758,-77.776995
3,2.5,2691,2014,8886,Single Family,695000,4273 Heron Pointe Ct,,Moseley,VA,23120,Active,85,37.44028,-77.694715
5,4.5,5264,2008,19863,Single Family,769500,15819 Primrose Tarry Dr,,Moseley,VA,23120,Active,79,37.410358,-77.706542
5,3.5,4617,2006,496236,Single Family,1200000,24200 Pear Orchard Rd,,Moseley,VA,23120,Active,81,37.38531,-77.851051
3,2.5,1856,2016,2439,Townhouse,389900,17609 Wynstone Park Ln,,Moseley,VA,23120,Active,68,37.394811,-77.736922
3,2.5,1763,2022,,Townhouse,369990,16412 Strider Aly,,Moseley,VA,23120,Active,63,37.417968,-77.7158
3,2.5,1601,2022,,Townhouse,359990,16408 Strider Aly,,Moseley,VA,23120,Active,63,37.418001,-77.715716
3,2.5,1763,2022,3572,Townhouse,379990,16400 Strider Aly,,Moseley,VA,23120,Active,63,37.418061,-77.715564
3,2.5,1601,2022,2439,Townhouse,369990,16404 Strider Aly,,Moseley,VA,23120,Active,63,37.418028,-77.715648
3,2.5,2310,2014,7057,Single Family,640000,4323 Heron Pointe Ter,,Moseley,VA,23120,Active,52,37.439981,-77.697183
4,3.5,2446,2022,,Townhouse,464900,18365 Palisades Ct,,Moseley,VA,23120,Active,48,37.40107,-77.761429
3,2.5,2856,2013,8364,Single Family,675000,4203 Heron Pointe Pl,,Moseley,VA,23120,Active,43,37.441618,-77.695798
5,4,3068,2022,115870,Single Family,699900,24201 Pear Orchard Rd,,Moseley,VA,23120,Active,42,37.382673,-77.848305
5,4.5,4687,2020,14227,Single Family,799900,17906 Pine Canyon Trl,,Moseley,VA,23120,Active,40,37.404594,-77.74649
4,4,4268,1998,91476,Single Family,899000,3807 Weatherbury Pl,,Moseley,VA,23120,Active,37,37.453429,-77.710632
3,2.5,2586,2022,,Single Family,509950,18112 Veronica Ct,,Moseley,VA,23120,Active,34,37.400421,-77.754807
3,2.5,2531,2022,14680,Single Family,499461,5455 Trail Ride Ct,,Moseley,VA,23120,Active,30,37.425656,-77.707162
5,3,3156,2016,9531,Single Family,569000,16872 White Daisy Loop,,Moseley,VA,23120,Active,28,37.405495,-77.724977
5,4,3703,2022,8372,Single Family,724990,6248 Strongbow Dr,,Moseley,VA,23120,Active,25,37.420408,-77.716528
4,3.5,4062,2011,9583,Single Family,575000,12018 Black Alder Dr,,Moseley,VA,23120,Active,26,37.405987,-77.728654
3,3,1826,2022,1799,Townhouse,394990,16912 Thornapple Run,,Moseley,VA,23120,Active,23,37.415422,-77.721106
3,3,1826,2022,3106,Townhouse,417990,16900 Thornapple Run,,Moseley,VA,23120,Active,23,37.415575,-77.720975
3,3,1826,2022,3241,Townhouse,419990,16918 Thornapple Run,,Moseley,VA,23120,Active,23,37.41536,-77.721163
4,3.5,1826,2022,1799,Townhouse,406990,16904 Thornapple Run,,Moseley,VA,23120,Active,23,37.415511,-77.721026
3,3.5,1826,2022,1799,Townhouse,399990,16908 Thornapple Run,,Moseley,VA,23120,Active,23,37.415467,-77.721066
3,2.5,2282,2013,5711,Single Family,410000,7376 Nicklaus Cir,,Moseley,VA,23120,Active,22,37.400333,-77.735245
4,3.5,3509,2022,,Single Family,724975,5013 Lake Summer Loop,,Moseley,VA,23120,Active,14,37.440699,-77.729418
5,4,3508,2022,,Single Family,744975,11601 Clear Bark Ln,,Moseley,VA,23120,Active,14,37.441971,-77.729904
5,4,3585,2016,13939,Single Family,795000,7619 Rock Cress Dr,,Moseley,VA,23120,Active,12,37.39929,-77.730035
6,3,3082,2016,8364,Single Family,575000,17407 Stafford Park Ct,,Moseley,VA,23120,Active,11,37.406112,-77.734479
4,2.5,2493,2022,6098,Single Family,480000,18213 Jones Run Trl,,Moseley,VA,23120,Active,8,37.401535,-77.757163
4,3.5,3985,2022,11382,Single Family,880000,6618 Stonewolf Ct,,Moseley,VA,23120,Active,7,37.409237,-77.748175
5,4.5,4053,2022,10145,Single Family,619500,6606 Stonewolf Ct,,Moseley,VA,23120,Active,7,37.408993,-77.747669
4,3.5,3985,2022,10942,Single Family,616000,6612 Stonewolf Ct,,Moseley,VA,23120,Active,7,37.409129,-77.747904
4,3.5,2225,2022,,Townhouse,419950,18300 Palisades Ct,,Moseley,VA,23120,Active,7,37.401580393,-77.7599374618
3,2.5,1652,2022,,Townhouse,369950,18308 Palisades Ct,,Moseley,VA,23120,Active,7,37.4015085505,-77.7600978542
5,4.5,4053,2022,11395,Single Family,885000,6624 Stonewolf Ct,,Moseley,VA,23120,Active,7,37.40929,-77.748474
3,2.5,2205,2022,,Single Family,479950,18124 Veronica Ct,,Moseley,VA,23120,Active,6,37.400578,-77.755135
3,2,1797,,,Townhouse,382795,4119 Next Level Trce,,Midlothian,VA,23120,Active,5,37.4243735675,-77.6204980972
3,3,2369,2022,,Single Family,552040,18130 Veronica Ct,,Moseley,VA,23120,Active,4,37.4006475915,-77.7552968345
5,4.5,3343,2016,6808,Single Family,555000,6231 Gossamer Ter,,Moseley,VA,23120,Active,2,37.417982,-77.721069
3,2.5,1817,2016,2200,Townhouse,343000,6405 Knotgrass Aly,,Moseley,VA,23120,Active,2,37.418092,-77.718254
3,2.5,2060,2017,6094,Single Family,425000,5732 Rohan Ct,,Moseley,VA,23120,Active,1,37.419315,-77.719521
4,3,2700,2022,6098,Single Family,388500,18207 Jones Run Trl,,Moseley,VA,23120,Active,7,37.401477,-77.756999
4,3.5,2343,2016,2448,Townhouse,400000,17608 Wynstone Park Ln,,Moseley,VA,23120,Active,21,37.395212,-77.73677
5,5,4327,2007,15246,Single Family,619950,6313 Culbreth Ct,,Moseley,VA,23120,Inactive,63,37.412383,-77.710735
3,2.5,1656,2022,,Townhouse,369950,18312 Palisades Ct,,Moseley,VA,23120,Inactive,97,37.401496,-77.760174
5,3.5,2935,2022,,Single Family,525150,18118 Veronica Ct,,Moseley,VA,23120,Inactive,93,37.400501,-77.754974
4,3.5,3300,2018,9235,Single Family,599950,4606 Cabretta Dr,,Moseley,VA,23120,Inactive,92,37.433701,-77.719992
4,2.5,2171,2022,8276,Single Family,479950,16842 Laurel Park Dr,,Moseley,VA,23120,Inactive,65,37.42966,-77.724134
4,3,2880,2019,,Single Family,549500,5918 Trail Ride Dr,,Moseley,VA,23120,Inactive,11,37.421853,-77.710181
3,2.5,2430,2021,6325,Single Family,489000,18149 Jones Run Trl,,Moseley,VA,23120,Inactive,10,37.401179,-77.755642
4,3.5,2452,2022,,Townhouse,449000,18320 Palisades Ct,,Moseley,VA,23120,Inactive,89,37.4014674463,-77.7603453551
3,2.5,2216,2014,5689,Single Family,419000,7406 Nicklaus Cir,,Moseley,VA,23120,Inactive,12,37.399433,-77.735338
5,3,2282,2022,13504,Single Family,509950,5119 Cabretta Dr,,Moseley,VA,23120,Inactive,62,37.429963,-77.724132
5,4,4217,2022,11426,Single Family,949995,6636 Stonewolf Ct,,Moseley,VA,23120,Inactive,23,37.409234,-77.749081
2,1,1008,1963,78190,Single Family,239950,4909 Otterdale Rd,,Moseley,VA,23120,Inactive,23,37.431449,-77.717175
5,3,2975,2020,9148,Single Family,535000,4713 Cabretta Dr,,Moseley,VA,23120,Inactive,28,37.432621,-77.720329
3,2.5,2326,2017,7767,Single Family,430000,7007 Stafford Park Dr,,Moseley,VA,23120,Inactive,28,37.405583,-77.738052
5,5.5,3623,2022,,Single Family,925000,4672 Lake Summer Loop,,Moseley,VA,23120,Inactive,33,37.441164,-77.730119
3,2.5,1617,2016,2439,Townhouse,379900,17605 Wynstone Park Ln,,Moseley,VA,23120,Inactive,16,37.394795,-77.736842
5,2.5,3259,2005,14288,Single Family,565000,4806 Jaydee Dr,,Moseley,VA,23120,Inactive,11,37.43847,-77.718483
4,3.5,2396,2016,2413,Townhouse,425000,17616 Wynstone Park Ln,Unit 103,Moseley,VA,23120,Inactive,10,37.395244,-77.73693
5,4.5,3562,2019,15529,Single Family,819000,4512 Summer Camp Ct,,Moseley,VA,23120,Inactive,30,37.439685,-77.713539
3,3,1733,2017,,Condo,439900,15911 Lewisham Dr,,Moseley,VA,23120,Inactive,14,37.404762,-77.70934
3,3,1826,2022,2039,Townhouse,414990,17055 Thornapple Ct,,Moseley,VA,23120,Inactive,56,37.414206,-77.722142
5,3.5,3429,2004,361548,Single Family,649950,16401 Benmore Rd,,Moseley,VA,23120,Inactive,10,37.434076,-77.707476
3,2.5,1516,2014,2283,Townhouse,310000,7528 Vinca Ct,Unit 7528,Moseley,VA,23120,Inactive,9,37.394121,-77.73388
4,3.5,3006,2018,26746,Single Family,709000,15612 High Falls Ct,,Moseley,VA,23120,Inactive,55,37.431978,-77.690799
4,3.5,3119,2022,15098,Single Family,699950,18207 Maple Summit Ct,,Moseley,VA,23120,Inactive,130,37.402858,-77.758692
4,4.5,4732,2013,13809,Single Family,699900,7042 Golden Aster Dr,,Moseley,VA,23120,Inactive,35,37.404501,-77.730437
4,3.5,3020,2021,16505,Single Family,774900,6706 Grand Haven Ln,,Moseley,VA,23120,Inactive,18,37.408244,-77.747967
5,3.5,3454,2007,17772,Single Family,569500,6413 Old Moon Ter,,Moseley,VA,23120,Inactive,14,37.411361,-77.710793
5,4.5,5562,2008,15290,Single Family,779900,5806 Red Setter Ln,,Moseley,VA,23120,Inactive,70,37.417453,-77.706721
4,2.5,2922,2020,7806,Single Family,549900,6413 Doyles Trl,,Moseley,VA,23120,Inactive,10,37.410551,-77.741408
3,3,2540,2022,,Condo,485000,6707 Southwalk Hts,,Moseley,VA,23120,Inactive,52,37.405913,-77.708836
3,3,1897,2017,2256,Townhouse,364000,16908 Gossamer Dr,,Moseley,VA,23120,Inactive,17,37.416509,-77.721751
3,2.5,2148,2018,4047,Single Family,399900,16713 Thornapple Run,,Moseley,VA,23120,Inactive,105,37.416612,-77.719339
3,2.5,2068,2019,6930,Single Family,449000,7236 Stafford Park Dr,,Moseley,VA,23120,Inactive,12,37.404224,-77.735772
3,2.5,2219,2015,5706,Single Family,419000,7388 Nicklaus Cir,,Moseley,VA,23120,Inactive,12,37.400035,-77.735277
5,3,3218,2022,21096,Single Family,799000,6848 Cherry Creek Ln,,Moseley,VA,23120,Inactive,37,37.406882,-77.751548
3,3.5,1779,2017,2026,Townhouse,355000,17557 Memorial Tournament Dr,,Moseley,VA,23120,Inactive,51,37.394173,-77.737544
5,3.5,4223,2006,21911,Single Family,655000,5418 Trail Ride Ct,,Moseley,VA,23120,Inactive,10,37.427061,-77.706527
4,3.5,4401,2006,113256,Single Family,775000,20001 Genito Rd,,Moseley,VA,23120,Inactive,70,37.459721,-77.77855
3,2,1887,2021,6560,Single Family,524500,16819 Laurel Park Dr,,Moseley,VA,23120,Inactive,9,37.429013,-77.723541
3,3,1924,2020,3297,Townhouse,389000,16938 Thornapple Run,,Moseley,VA,23120,Inactive,35,37.415109,-77.721389
4,2.5,2374,1996,36416,Single Family,459950,4415 Tweedsmuir Ter,,Moseley,VA,23120,Inactive,28,37.436083,-77.705257
4,4.5,5460,2009,25134,Single Family,724900,6230 Lilting Branch Way,,Moseley,VA,23120,Inactive,41,37.413056,-77.708075
4,3.5,3220,2011,11543,Single Family,499900,6972 Bears Breech Dr,,Moseley,VA,23120,Inactive,11,37.410302,-77.730875
4,3.5,3501,2022,435600,Single Family,869950,6001 Moseley Rd,,Moseley,VA,23120,Inactive,19,37.42062,-77.788702
3,3,1719,2019,,Condo,429000,16008 Hallowell Rdg,,Moseley,VA,23120,Inactive,49,37.406202,-77.708818
4,3.5,3223,2022,15403,Single Family,999000,18019 Timber Banks Ln,,Moseley,VA,23120,Inactive,34,37.405766,-77.750463
4,2,1995,1913,130680,Single Family,369000,21501 Genito Rd,,Moseley,VA,23120,Inactive,33,37.465879,-77.785712
3,2,2071,2020,10790,Single Family,599950,17718 Silver Farm Dr,,Moseley,VA,23120,Inactive,12,37.403396,-77.739581
3,2.5,2468,2013,6669,Single Family,449950,7401 Mangrum Dr,,Moseley,VA,23120,Inactive,12,37.398687,-77.736177
3,2.5,2504,2013,6970,Single Family,550000,4209 Heron Pointe Pl,,Moseley,VA,23120,Inactive,12,37.441413,-77.69576
5,3,2511,2022,,Single Family,530055,6254 Strongbow Dr,,Moseley,VA,23120,Inactive,94,37.420191,-77.716415
6,5,4470,2017,28423,Single Family,717500,5306 Mossy Oak Rd,,Moseley,VA,23120,Inactive,29,37.427566,-77.710965
5,3,2947,2019,7841,Single Family,549900,18072 Twin Falls Ln,,Moseley,VA,23120,Inactive,22,37.410004,-77.742432
4,2.5,2586,2022,,Single Family,509950,6106 Water Violet Ter,,Moseley,VA,23120,Inactive,25,37.422398,-77.718636
3,2,2346,2000,143748,Single Family,414950,24141 Pear Orchard Rd,,Moseley,VA,23120,Inactive,25,37.383262,-77.847238
5,4.5,3290,2022,,Single Family,850380,18212 Timber Banks Ln,,Moseley,VA,23120,Inactive,256,37.407009,-77.754971
4,3.5,2718,2022,8459,Single Family,579990,5713 Sterlingworth Dr,,Moseley,VA,23120,Inactive,41,37.421915,-77.712292
3,1.5,1152,1973,87120,Manufactured,165000,22011 Pear Orchard Rd,,Moseley,VA,23120,Inactive,10,37.401741,-77.811434
7,5.5,6223,2007,21039,Single Family,899000,16001 Soho Turn,,Moseley,VA,23120,Inactive,75,37.405568,-77.712949
6,3.5,4043,2017,10742,Single Family,600000,7206 Wild Senna Trl,,Moseley,VA,23120,Inactive,12,37.401676,-77.726785
5,3,2784,2019,10759,Single Family,535000,17601 Stafford Park Pt,,Moseley,VA,23120,Inactive,11,37.405946,-77.738466
5,4.5,3600,2021,,Single Family,724997,6819 Cherry Creek Ln,,Moseley,VA,23120,Inactive,93,37.408076,-77.751522
4,3,2892,2020,13504,Single Family,504990,4642 Lake Summer Loop,,Moseley,VA,23120,Inactive,676,37.441115,-77.729078
4,4,3252,2020,14462,Single Family,565900,17312 Otter Dr,,Moseley,VA,23120,Inactive,653,37.440426,-77.727361
5,4,3920,2021,,Single Family,784550,18025 Timber Banks Ln,,Moseley,VA,23120,Inactive,240,37.405847,-77.750763
5,4,3626,2021,,Single Family,1177935,6718 Ruby Hill Rd,,Moseley,VA,23120,Inactive,240,37.407863,-77.754173
4,4.5,3517,2021,,Single Family,867583,18112 Timber Banks Ln,,Moseley,VA,23120,Inactive,240,37.406709,-77.752288
3,4,3252,2021,,Single Family,678725,18207 Timber Banks Ln,,Moseley,VA,23120,Inactive,240,37.406292,-77.754539
4,3.5,3177,2022,,Single Family,789725,6700 Ruby Hill Rd,,Moseley,VA,23120,Inactive,222,37.408547,-77.753568
4,3.5,3177,2021,,Single Family,747000,6806 Ruby Hill Rd,,Moseley,VA,23120,Inactive,240,37.407337,-77.754468
5,4,3920,2021,,Single Family,820725,6706 Ruby Hill Rd,,Moseley,VA,23120,Inactive,240,37.408336,-77.753772
4,4,3252,2022,12584,Single Family,713400,17307 Otter Dr,,Moseley,VA,23120,Inactive,424,37.439875,-77.727285
5,4,3920,2021,,Single Family,810725,6712 Ruby Hill Rd,,Moseley,VA,23120,Inactive,240,37.408117,-77.753977
5,5.5,4146,2021,,Single Family,841655,6830 Cherry Creek Ln,,Moseley,VA,23120,Inactive,240,37.4074,-77.751805
5,4,2813,2021,,Single Family,537965,6260 Strongbow Dr,,Moseley,VA,23120,Inactive,366,37.419974,-77.716283
5,5,3082,2021,,Single Family,510950,5519 Mossy Oak Rd,,Moseley,VA,23120,Inactive,691,37.42433,-77.709703
4,3,2717,2021,13164,Single Family,667210,17318 Otter Dr,,Moseley,VA,23120,Inactive,614,37.440413,-77.727699
5,4,3196,2021,17472,Single Family,749900,4530 Summer Camp Ct,,Moseley,VA,23120,Inactive,312,37.43895,-77.713913
5,4,3388,2021,18282,Single Family,665057,4701 Lake Summer Loop,,Moseley,VA,23120,Inactive,298,37.441012,-77.730936
4,2.5,2813,2022,,Single Family,532815,5501 Swift Fox Dr,,Moseley,VA,23120,Inactive,179,37.422443,-77.716801
5,4,3243,2021,,Single Family,790805,18118 Timber Banks Ln,,Moseley,VA,23120,Inactive,240,37.406744,-77.752734
5,4.5,3500,2021,15425,Single Family,756524,4607 Lake Summer Loop,,Moseley,VA,23120,Inactive,248,37.4414,-77.727038
5,4.5,3364,2021,,Single Family,868545,18125 Timber Banks Ln,,Moseley,VA,23120,Inactive,240,37.406165,-77.752998
4,2.5,2242,2022,,Single Family,439950,16730 Cabretta Ct,,Moseley,VA,23120,Inactive,180,37.431338,-77.721782
4,3,3308,2022,,Single Family,554075,5937 Sterlingworth Dr,,Moseley,VA,23120,Inactive,179,37.420277,-77.711234
3,2.5,1783,2022,,Single Family,394612,16828 Thornapple Run,,Moseley,VA,23120,Inactive,197,37.416073,-77.720578
5,4,3716,2022,18535,Single Family,849900,7219 Bonallack Bnd,,Moseley,VA,23120,Inactive,194,37.404739,-77.745182
4,3.5,3121,2022,,Single Family,744885,6824 Cherry Creek Ln,,Moseley,VA,23120,Inactive,93,37.40761,-77.751969
6,4.5,3547,2022,,Single Family,603612,6119 Water Violet Ter,,Moseley,VA,23120,Inactive,366,37.422248,-77.718121
6,4,3549,2022,,Single Family,882932,18031 Timber Banks Ln,,Moseley,VA,23120,Inactive,107,37.405906,-77.751068
3,2.5,1829,2022,,Townhouse,406130,18337 Palisades Ct,,Moseley,VA,23120,Inactive,99,37.4009926596,-77.7606974704
3,2.5,2106,2022,,Townhouse,416685,18325 Palisades Ct,,Moseley,VA,23120,Inactive,137,37.4009714846,-77.7604207691
3,2.5,2225,2022,,Townhouse,407535,18317 Palisades Ct,,Moseley,VA,23120,Inactive,108,37.4010129787,-77.7601576199
4,3.5,2469,2022,,Townhouse,426350,18305 Palisades Ct,,Moseley,VA,23120,Inactive,115,37.4010416786,-77.7599129873
5,4.5,3500,2022,14170,Single Family,830000,17107 Shoreland Dr,,Moseley,VA,23120,Inactive,92,37.438422,-77.724963
4,2.5,2991,2021,6050,Single Family,630000,7107 Jones Run Ln,,Moseley,VA,23120,Inactive,90,37.402856,-77.756164
5,3,2511,2022,,Single Family,532135,6207 Strongbow Dr,,Moseley,VA,23120,Inactive,691,37.422109,-77.716684
3,2.5,2409,2016,8446,Single Family,480000,17537 Ruby Lake Ter,,Moseley,VA,23120,Inactive,81,37.405215,-77.736874
5,5.5,4146,2022,,Single Family,994262,4700 Lake Summer Loop,,Moseley,VA,23120,Inactive,81,37.441649,-77.727557
5,4,3729,2022,13687,Single Family,949900,6807 Ruby Hill Rd,,Moseley,VA,23120,Inactive,80,37.40714,-77.753578
5,4,3623,2022,13643,Single Family,990000,17006 Shoreland Dr,,Moseley,VA,23120,Inactive,424,37.438192,-77.72338
6,3,2357,1985,44301,Single Family,329950,16321 Genito Rd,,Moseley,VA,23120,Inactive,66,37.448812,-77.715174
5,3,3209,2021,,Single Family,549990,5536 Tag Alder Ter,,Moseley,VA,23120,Inactive,66,37.42255,-77.714309
5,3.5,3811,2005,42907,Single Family,622000,4324 Blakeway Dr,,Moseley,VA,23120,Inactive,65,37.442588,-77.717225
2,2,1554,2022,,Condo,337975,6601 Citory Way,Unit 306,Moseley,VA,23120,Inactive,64,37.407297,-77.706725
2,2,1162,2022,,Condo,296875,6601 Citory Way,Unit 101,Moseley,VA,23120,Inactive,64,37.407271,-77.706895
2,2,1333,2022,,Condo,319870,6601 Citory Way,Unit 305,Moseley,VA,23120,Inactive,64,37.40731,-77.706578
3,2.5,2645,1949,119790,Single Family,650000,17317 Hull Street Rd,,Moseley,VA,23120,Inactive,152,37.390438,-77.732385
